"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05132","Salmonella infection","195/5851","249/8662",9.62138727999042e-05,0.000471308536324168,0.000250992711651924,"ACTR1B/TUBAL3/KIF5B/TUBB1/EXOC2/TUBB6/AHNAK2/NOD1/RAB9B/AHNAK/AKT3/TCF7L1/SNX33/TUBB4B/TUBA3E/PYCARD/TNF/PODXL/PFN3/NCKAP1L/BRK1/DYNLL2/RRAS/MAPK8/FHOD1/TUBB2B/TUBB2A/PIK3C2G/WASL/MAP2K1/FLNC/TUBA3D/IRAK1/ELMO1/RHOG/TCF7L2/RIPK2/TLR4/KIF5A/ARF6/RHOB/ACBD3/PIK3CA/TLR9/MYC/PIK3CG/FADD/RAC1/PFN1/CASP8/BIRC3/MAP2K3/PFN4/JUN/RIPK3/WASF3/VPS11/CYFIP1/RHOJ/TAB1/HRAS/MYL9/PLEKHM1/MAPK12/RAB5A/PIK3C3/DYNLRB2/PTPRC/VPS41/TUBA3C/KIF5C/NAIP/FLNA/RPS3/TUBB4A/PKN1/CYTH4/MAP2K4/DYNC1H1/IKBKB/RAB7A/EXOC7/MAPK9/LY96/KPNA4/MYO6/TLR6/TLR5/CASP5/KLC1/PAK3/HSP90AA1/CD14/DCTN2/VPS39/CHUK/DYNC1I1/MAP2K2/ARPC1B/RAB5B/DYNC2H1/TXN/CYFIP2/EXOC5/EXOC4/SKP1/MAP3K7/TCF7/TUBA4A/ACTR3C/IRAK4/CTNNB1/TRAF6/RELA/RAF1/DNM2/GCC2/PIK3C2B/NLRC4/BIRC2/MAP2K6/CYTH1/NLRP3/NCKAP1/ACTR2/PIK3CD/ROCK2/PLEKHM2/KPNA3/ELMO2/MAPK1/FOS/DCTN6/MYL12B/DYNC1LI1/MAPK11/DYNC1LI2/MLKL/CSE1L/CYCS/TUBA8/ACTG1/ARHGEF26/TUBB8/VPS16/GSDMD/IL1B/MAPK10/PAK1/PIK3CB/TAB3/ACTB/RIPK1/SNX9/MAPK13/MYL7/VPS33A/LEF1/TNFRSF10B/DYNLL1/TNFRSF10A/CASP7/TUBA1B/TUBB3/VPS18/GAPDH/CASP4/NFKB1/RHOA/ABI1/RHOH/CASP3/HSP90B1/ARPC1A/TUBA1A/TAB2/AKT1/FLNB/BAX/DCTN1/MAPK14/PIK3C2A/MYL10/HSP90AB1/TLR2/KPNA1/CYTH3/AKT2/PFN2/CASP1/TNFRSF1A/CYTH2/ARPC2/RAB5C/CDC42",195
"hsa05160","Hepatitis C","128/5851","158/8662",0.000101358395523367,0.000489416252669974,0.000260635874202945,"CLDN17/CLDN8/IFNA16/CLDN23/IFNA7/YWHAZ/IFNA10/E2F1/E2F2/AKT3/CLDN9/CLDN6/CLDN5/TNF/IFIT1B/IFIT1/CLDN20/PPP2CB/YWHAG/CLDN22/CLDN3/IFNB1/IFNA21/CLDN34/CLDN1/CLDN16/MAP2K1/CXCL10/IFNA14/IFNA5/IFNA2/IFNA8/CLDN4/IFNA6/IFNA13/EGF/PIK3CA/MYC/EGFR/FADD/TICAM1/SOCS3/CCND1/NRAS/CLDN25/IFNG/LDLR/CASP8/TP53/STAT3/FASLG/RB1/MX1/HRAS/BID/IFNAR2/PPP2R2D/CLDN2/EIF2S1/IKBKB/PPP2R2B/BAD/GSK3B/TLR3/PIK3R1/TRAF3/SCARB1/CHUK/OAS2/MAP2K2/EIF2AK4/RSAD2/APAF1/BRAF/TYK2/EIF2AK1/IKBKE/PPP2R1A/STAT2/CFLAR/CTNNB1/TRAF6/RELA/SOS1/RAF1/PIK3R3/PIK3CD/JAK1/IRF9/CLDN7/YWHAH/MAPK1/MX2/IRF7/YWHAE/RXRA/CYCS/MAVS/CLDN10/PPP2R1B/EIF3E/PIK3CB/SOS2/PIK3R2/CLDN15/RIPK1/YWHAB/CDK4/RNASEL/FAS/IFNA4/NFKB1/CASP3/TBK1/OAS1/OAS3/AKT1/EIF2AK2/BAX/PSME3/EIF2AK3/AKT2/TNFRSF1A/CLDN18/KRAS/CLDN11/STAT1/YWHAQ",128
"hsa05162","Measles","113/5851","138/8662",0.000108063277166602,0.000514442080032557,0.000273963237887161,"IFNA16/IFNA7/IFNA10/CSNK2A3/RAB9B/TLR7/AKT3/HSPA1A/HSPA1B/HSPA1L/CCNE1/IL2/IFNB1/IFNA21/MAPK8/MSN/IRAK1/IFNA14/IFNA5/IFNA2/IFNA8/IFNA6/IFNA13/TLR4/HSPA6/IL12B/PIK3CA/TLR9/FADD/CCND1/CASP8/IFIH1/IL1A/TP53/STAT3/FASLG/JUN/MX1/BID/IFNAR2/CSNK2A1/EIF2S1/IKBKB/CD209/CLEC4M/EIF3H/MAPK9/BAD/GSK3B/PIK3R1/TRAF3/CHUK/OAS2/EIF2AK4/APAF1/MAP3K7/JAK3/TYK2/TNFAIP3/STAT5B/EIF2AK1/IKBKE/IRAK4/CD3D/STAT2/TRAF6/RELA/IL12A/PIK3R3/CD28/PIK3CD/JAK1/ADAR/IRF9/NFKBIB/FOS/MX2/IRF7/BCL2L1/CYCS/MAVS/CBLB/CSNK2B/HSPA8/IL1B/IL2RB/MAPK10/PIK3CB/PIK3R2/CDK4/CCNE2/CSNK2A2/CCND2/FAS/IL2RA/RCHY1/IFNA4/NFKB1/CASP3/TBK1/OAS1/OAS3/TAB2/AKT1/EIF2AK2/BAX/CDKN1B/TLR2/EIF2AK3/AKT2/FCGR2B/CD46/STAT1",113
"hsa04713","Circadian entrainment","82/5851","97/8662",0.000111954027338902,0.000525561961674292,0.000279885068347256,"RPS6KA5/ADCY1/GNG11/CALML5/CALML3/GNAI1/KCNJ3/GRIA3/RASD1/PER1/KCNJ9/GNG10/MTNR1B/GRIN2D/PRKCB/GNG3/MTNR1A/GNG8/ADCY6/RYR1/GRIA2/ITPR3/CAMK2B/GNG13/GNG12/GNB1/RYR2/CACNA1C/ADCY4/CACNA1I/PLCB2/ADCY2/ADCY9/GNAI2/ADCYAP1/PRKACA/ADCY8/PLCB4/PRKACG/GUCY1A2/NOS1AP/PLCB3/GNB4/GNB2/ADCY7/GNB3/GNAS/GRIN2A/CALM1/GNG2/PRKCG/GRIN2B/RYR3/ITPR1/ADCY3/GRIA1/CACNA1G/CACNA1H/ADCY5/CACNA1D/PER3/PER2/GNAI3/MAPK1/FOS/GNAQ/PRKG1/PRKCA/KCNJ5/GNB5/ADCY10/PLCB1/CAMK2G/CAMK2A/CAMK2D/ADCYAP1R1/NOS1/PRKG2/GRIN2C/CREB1/GRIA4/PRKACB",82
"hsa05222","Small cell lung cancer","78/5851","92/8662",0.000134094280291461,0.000620874886828957,0.000330643430855658,"PTEN/GADD45G/E2F1/COL4A5/E2F2/AKT3/LAMA1/LAMA4/RXRB/CCNE1/LAMB4/LAMC1/CDKN2B/CKS2/LAMB2/LAMA2/PIK3CA/MYC/COL4A4/CCND1/BIRC3/TP53/RB1/LAMA5/ITGA2/RXRG/LAMC2/IKBKB/LAMB1/SKP2/XIAP/PTK2/ITGB1/PIK3R1/TRAF3/CHUK/FN1/PTGS2/TRAF4/APAF1/NOS2/POLK/COL4A3/ZBTB17/TRAF6/RELA/DDB2/PIK3R3/ITGA6/ITGAV/BIRC2/GADD45A/PIK3CD/COL4A2/COL4A1/BIRC7/LAMA3/BCL2L1/RXRA/CYCS/LAMC3/PIK3CB/PIK3R2/COL4A6/CDK4/CCNE2/LAMB3/NFKB1/ITGA2B/CASP3/MAX/AKT1/BAX/TRAF5/CDKN1B/RARB/AKT2/ITGA3",78
"hsa04145","Phagosome","123/5851","152/8662",0.000151861326713316,0.000693636870663523,0.000369392416329687,"COLEC12/TUBAL3/MRC1/TUBB1/TUBB6/LAMP1/ATP6V0D2/TUBB4B/TUBA3E/HLA-E/MBL2/HLA-DQB1/HLA-DQA2/HLA-DQA1/ATP6V1G1/SEC22B/TUBB2B/TUBB2A/CYBB/ATP6V1F/TUBA3D/ATP6V0A2/SEC61B/HLA-DRB5/TLR4/MRC2/THBS1/RAC1/MARCO/ITGB3/MPO/TFRC/ATP6V1B1/NCF2/NCF4/ITGB2/ITGA2/RAB5A/PIK3C3/ITGA5/C1R/TUBA3C/ATP6V1H/HLA-F/HLA-DOA/TAP2/HLA-A/HLA-DMB/HLA-B/HLA-C/TUBB4A/ITGAM/PIKFYVE/PLA2R1/DYNC1H1/RAB7A/CD209/CLEC4M/THBS2/TLR6/ITGB1/CD14/SCARB1/DYNC1I1/RAB5B/DYNC2H1/ITGB5/CTSS/C3/TUBA4A/THBS4/TCIRG1/SEC61A1/ATP6V0A1/ATP6V1C2/ITGAV/FCGR3A/FCGR3B/MSR1/ATP6V1E1/OLR1/DYNC1LI1/DYNC1LI2/STX7/ATP6V1C1/ATP6V1G3/TUBA8/ACTG1/HLA-G/HLA-DMA/TAP1/TUBB8/HLA-DOB/SFTPD/ATP6V0A4/SFTPA2/SFTPA1/EEA1/ATP6V1D/ATP6V0C/ACTB/ATP6V1E2/TUBA1B/THBS3/HGS/STX18/TUBB3/CALR/STX12/LAMP2/ATP6V0D1/SEC61A2/TUBA1A/CORO1A/ATP6V1B2/FCGR1A/NOS1/TLR2/ATP6V1A/FCGR2B/RAB5C/FCGR2A/COLEC11",123
"hsa05167","Kaposi sarcoma-associated herpesvirus infection","154/5851","194/8662",0.000154009850150927,0.000694071058013513,0.000369623640362226,"IFNA16/IFNA7/CREBBP/IFNA10/E2F1/E2F2/AKT3/CSF2/TCF7L1/JAK2/GNG11/CALML5/CALML3/CCR4/HLA-E/ZFP36/PIK3R6/EP300/ICAM1/ATG14/GNG10/IFNB1/IFNA21/MAPK8/MAP2K1/CXCL2/IFNA14/IFNA5/IFNA2/IFNA8/TCF7L2/CXCL1/CXCL3/IFNA6/IFNA13/GNG3/PIK3CA/MYC/CCR1/GNG8/PIK3CG/FADD/RAC1/TICAM1/ITPR3/CCND1/GNG13/CLEC2B/NRAS/MAP1LC3C/CCR5/CCR8/CASP8/TP53/STAT3/GNG12/GNB1/JUN/RB1/PREX1/NFATC2/HRAS/BID/NFATC1/MAPK12/IFNAR2/PIK3C3/HCK/HLA-F/HLA-A/HLA-B/HLA-C/NFATC3/MAP2K4/ITPR2/IKBKB/HIF1A/ANGPT2/GNB4/GNB2/GNB3/MAPK9/GSK3B/CALM1/GNG2/TLR3/IFNGR1/PIK3R1/TRAF3/CHUK/MAP2K2/PIK3R5/IL6ST/UBB/PTGS2/PLCG2/ITPR1/TCF7/C3/FGF2/UBC/TYK2/IKBKE/STAT2/CTNNB1/RELA/RAF1/PIK3R3/MAP2K6/PIK3CD/JAK1/MTOR/IRF9/NFATC4/SRC/MAPK1/FOS/IRF7/LYN/SYK/MAPK11/CYCS/BECN1/HLA-G/MICB/PLCG1/MAP1LC3B2/PPP3CB/MAPK10/PIK3CB/PIK3R2/GNB5/MAPK13/CDK4/LEF1/FAS/IFNA4/NFKB1/UBA52/CASP3/TBK1/CCR3/AKT1/EIF2AK2/BAX/MAPK14/VEGFA/RPS27A/AKT2/TNFRSF1A/CD200R1/KRAS/CREB1/STAT1",154
"hsa04621","NOD-like receptor signaling pathway","148/5851","186/8662",0.000166499733539383,0.000740485657056729,0.000394341474172222,"IFNA16/DEFA5/DEFB103A/DEFB103B/DEFB4B/DEFB4A/DEFA6/DEFA4/DEFA1/IFNA7/TRPM2/NOD1/IFNA10/PYCARD/TNF/TRPM7/PYDC2/IFNB1/IFNA21/MAPK8/MFN1/CYBB/ANTXR2/CXCL2/IFNA14/IFNA5/IFNA2/IFNA8/CXCL1/CXCL3/IFNA6/IFNA13/RIPK2/TLR4/TP53BP1/CAMP/GBP1/GBP4/FADD/NLRP12/TICAM1/ITPR3/IRGM/MAP1LC3C/CASP8/IFI16/BIRC3/JUN/RNF31/RIPK3/ATG16L1/TAB1/PLCB2/MAPK12/IFNAR2/NLRP7/NAIP/PLCB4/PKN1/ITPR2/RBCK1/IKBKB/MCU/PLCB3/MAPK9/XIAP/GPRC6A/NAMPT/CASP5/HSP90AA1/CARD6/TRAF3/CHUK/OAS2/TXN/GBP7/ITPR1/NOD2/MAP3K7/VDAC1/TYK2/TNFAIP3/NLRP1/CARD16/IKBKE/IRAK4/STAT2/PRKCD/TRAF6/RELA/DHX33/NLRC4/AIM2/BIRC2/NLRP3/JAK1/IRF9/NFKBIB/MAPK1/CTSB/IRF7/SUGT1/YWHAE/BCL2L1/MAPK11/MAVS/GSDMD/IL1B/MAP1LC3B2/PKN2/PYDC1/SHARPIN/MAPK10/TAB3/TANK/P2RX7/RIPK1/MAPK13/RNASEL/PLCB1/TRIP6/NLRP6/PSTPIP1/IFNA4/MFN2/CASP4/NFKB1/RHOA/TBK1/GABARAP/OAS1/OAS3/TAB2/ANTXR1/MEFV/GBP3/GBP2/MAPK14/TRAF5/CCL2/PANX1/HSP90AB1/CASR/CASP1/TXNIP/DNM1L/NLRX1/STAT1",148
"hsa05207","Chemical carcinogenesis - receptor activation","167/5851","212/8662",0.000174038123040845,0.000763959553088386,0.000406842365550028,"KPNA7/FGF16/FGF9/CYP1A2/UGT2B10/FGF10/UGT2B7/CREB5/PAQR8/E2F1/ADCY1/AKT3/JAK2/DLL1/RXRB/CYP2B6/ATF6B/GSTA3/GNAI1/FGF18/FGF17/RPS6KA3/ADRB1/UGT1A9/UGT1A1/ADRB2/MAP2K1/RPS6KA6/UGT2B17/FGF20/PAQR7/PRKCB/EIF4EBP1/EGF/GSTA2/PIK3CA/MYC/ADCY6/EGFR/FGF6/CACNA1S/UGT2B4/CHRNA9/CCND1/FGF4/UGT1A8/UGT1A5/NRAS/UGT1A7/STAT3/BCL6/JUN/CACNA1C/ADCY4/JAG1/RB1/HRAS/ADCY2/ADCY9/CHRNA4/TNFSF11/GSTO1/KLF4/UGT2A3/GNAI2/CDC6/PRKACA/CACNA1F/ADCY8/UGT2B15/GSTA4/PRKACG/RXRG/CREB3L1/ADCY7/KPNB1/KPNA2/GNAS/XIAP/BAD/KPNA4/CACNA1A/ADRB3/EPHX2/ESR1/PRKCG/HSP90AA1/CYP3A4/AR/AIP/PIK3R1/MAP2K2/ARNT/ADCY3/FGF2/FGF5/UGT2A1/CREB3L2/RPS6KA2/STAT5B/IKBKE/RELA/SOS1/NOTCH2/RAF1/ADCY5/CACNA1D/PIK3R3/PIK3CD/MTOR/GSTM2/GNAI3/RPS6KA1/KPNA3/KLF5/SRC/MAPK1/FOS/UGT2B11/AHR/CHRNA3/RXRA/CHRNB4/GSTT1/PRKCA/ATF4/DLL3/GSTA1/PIK3CB/SOS2/PIK3R2/ESR2/CACNA1B/UGT1A6/RPS6KB2/ARRB2/UGT1A4/BIRC5/VDR/NR1I3/DLL4/NFKB1/KPNA5/HSP90B1/CREB3L3/AKT1/ARRB1/PGR/KPNA6/VEGFA/EPHX1/WNT1/UGT2B28/HSP90AB1/GSTA5/UGT1A3/KPNA1/AKT2/UGT1A10/KRAS/CREB1/RPS6KB1/AIPL1/CHRNB2/GSTM4/CYP1B1/PRKACB",167
"hsa04726","Serotonergic synapse","95/5851","115/8662",0.000200652107545128,0.000869492466028889,0.000463043325104142,"ALOX5/MAOB/HTR1E/GNG11/GNAI1/KCNJ3/HTR1A/KCNJ9/GNG10/PLA2G4A/MAP2K1/ALOX15/HTR2B/PLA2G4D/PRKCB/GNG3/DUSP1/HTR7/HTR1F/GNG8/CACNA1S/ITPR3/HTR3C/GNG13/NRAS/GNG12/GNB1/HTR6/HTR1D/CACNA1C/HTR2A/HRAS/PLCB2/APP/GNAI2/PRKACA/CACNA1F/RAPGEF3/HTR1B/PLCB4/KCND2/PRKACG/CYP2C9/CYP2C8/ALOX12B/ITPR2/GABRB2/PLCB3/GNB4/GNB2/GNB3/GNAS/CYP2C18/CACNA1A/GNG2/PRKCG/GABRB3/PTGS2/ITPR1/BRAF/KCNN2/HTR3B/HTR3E/HTR3D/TRPC1/RAF1/ADCY5/CACNA1D/GNAI3/MAPK1/GNAQ/GABRB1/CYP2C19/SLC6A4/CYP2D6/TPH2/PRKCA/ALOX15B/KCNJ5/MAOA/GNB5/PTGS1/CACNA1B/PLCB1/HTR2C/PLA2G4E/PLA2G4F/CASP3/DDC/TPH1/HTR5A/PLA2G4C/KRAS/CYP2J2/PRKACB",95
"hsa04014","Ras signaling pathway","184/5851","236/8662",0.000233687067622431,0.000999825681726349,0.000532451546481488,"RASA3/ANGPT4/FLT3/SHC4/FGF16/EXOC2/FGF9/FGF10/RASGRF2/BDNF/AKT3/VEGFD/EPHA2/GNG11/CALML5/CALML3/VEGFC/RALGAPB/PLA2G3/FGF18/FGF17/RIN1/GNG10/RRAS/PLA2G4A/MAPK8/EFNA4/MAP2K1/PLA2G2F/PLA2G4D/FGF20/RASGRP1/PRKCB/ARF6/EGF/GNG3/PLA2G12B/HTR7/PLA2G2E/PIK3CA/GNG8/NGF/EGFR/RAC1/FGF6/PLD1/FGF19/FGF4/GNG13/NRAS/EFNA2/REL/GNG12/FASLG/GNB1/RALBP1/ETS2/ZAP70/HRAS/TIAM1/INSR/ELK1/FLT1/RAB5A/IGF1R/PRKACA/PDGFRA/HGF/FOXO4/PLA1A/PDGFD/RGL2/PRKACG/FGF1/SYNGAP1/RASGRP2/RASA1/RALGDS/RAP1B/RAC2/FGF21/RASGRF1/IKBKB/PLCE1/ANGPT2/GNB4/NTRK2/GNB2/KDR/GNB3/MAPK9/PLA2G12A/BAD/FGF23/PLD2/KIT/GRIN2A/SHC3/PAK2/CALM1/GNG2/PAK3/PRKCG/SHC2/PIK3R1/CHUK/MAP2K2/RAB5B/GRIN2B/PDGFA/PLCG2/FLT4/FGF2/FGFR3/FGF5/PDGFC/RASAL1/RELA/SOS1/RAF1/RASGRP3/PIK3R3/KSR2/NF1/NGFR/PIK3CD/ABL2/NTRK1/MAPK1/BCL2L1/RRAS2/NTF3/PLA2G5/PRKCA/TEK/PLCG1/RALGAPA2/PDGFRB/MAPK10/PAK1/CSF1/PIK3CB/SOS2/PIK3R2/GNB5/RALGAPA1/BRAP/SHOC2/EFNA5/PLA2G4E/FGFR4/BUB1B-PAK6/PAK6/NFKB1/RGL1/PLA2G4F/RHOA/FGFR1/TBK1/FGFR2/ANGPT1/AKT1/LAT/RASSF1/VEGFA/GAB1/NTF4/RASA2/RASA4B/PLA2G4C/RAPGEF5/AKT2/RASSF5/GAB2/SHC1/RASGRP4/ETS1/KRAS/RAC3/RAB5C/RASAL2/KSR1/CDC42/PRKACB",184
"hsa05152","Tuberculosis","143/5851","180/8662",0.000245261588161553,0.00103623020998256,0.000551838573363494,"RFXAP/MRC1/IFNA16/IFNA7/LBP/CREBBP/LAMP1/IFNA10/AKT3/ATP6V0D2/JAK2/CALML5/CALML3/TNF/HLA-DQB1/HLA-DQA2/HLA-DQA1/CEBPB/EP300/IRAK2/IFNB1/IFNA21/MAPK8/CR1L/ATP6V0A2/IRAK1/IFNA14/IFNA5/IFNA2/IFNA8/HLA-DRB5/IFNA6/IFNA13/RIPK2/TLR4/HSPD1/MRC2/IL12B/TLR9/CAMP/FADD/CAMK2B/IFNG/CASP8/IL1A/RFX5/BID/CLEC4E/ITGB2/MAPK12/RAB5A/PIK3C3/ATP6V1H/HLA-DOA/HLA-DMB/ARHGEF12/MALT1/ITGAM/ITGAX/PLA2R1/RAB7A/TGFB2/CD209/CLEC4M/MAPK9/BAD/CTSD/CALM1/PLK3/TLR6/CD14/IFNGR1/RAB5B/CTSS/APAF1/NOD2/C3/NOS2/IRAK4/TRAF6/RELA/TCIRG1/RAF1/ATP6V0A1/IL12A/CASP10/JAK1/BCL10/FCGR3A/FCGR3B/SRC/MAPK1/IL10RB/IFNGR2/SYK/MAPK11/CYCS/HLA-DMA/HLA-DOB/IL1B/ATP6V0A4/EEA1/PPP3CB/MAPK10/ATP6V0C/SPHK2/MAPK13/HSPA9/TGFB1/VDR/NFYA/IFNA4/TLR1/LAMP2/CD74/NFKB1/RHOA/ATP6V0D1/CASP3/CAMK2G/CIITA/CORO1A/CAMK2A/AKT1/BAX/MAPK14/CAMK2D/FCGR1A/CEBPG/TLR2/AKT2/TNFRSF1A/IL10RA/CYP27B1/CREB1/FCGR2B/NFYC/RAB5C/STAT1/IL10/KSR1/FCGR2A/CR1",143
"hsa05410","Hypertrophic cardiomyopathy","81/5851","97/8662",0.000290560089537029,0.00121246062053723,0.000645689087860064,"SGCG/ITGA8/EDN1/CACNG2/LAMA1/CACNG4/CACNG1/TNF/SNTA1/DMD/LAMA2/CACNB2/CACNG3/CACNA2D2/PRKAB1/MYH6/MYH7/CACNB3/CACNA1S/CACNA2D1/ITGB3/TTN/CAV3/PRKAB2/AGT/SLC8A1/RYR2/CACNA2D4/CACNA1C/ITGA9/ATP2A3/ITGA2/DTNA/ITGA5/CACNA1F/CACNG5/SNTB1/EMD/ITGB6/TGFB2/CACNG8/CACNG6/ITGB1/SLC8A3/ACTC1/ITGB5/SLC8A2/ITGA4/ITGA10/CACNA1D/ITGA6/ITGAV/PRKAG3/ITGA11/ITGB8/ITGA1/ITGB7/ACTG1/ATP2A1/ACTB/ACE/TGFB1/SGCD/SGCA/CACNG7/ITGA2B/SGCB/ATP2A2/MYBPC3/NOS1/PRKAG2/DAG1/PRKAA2/ITGA7/CACNB1/ITGB4/ITGA3/CACNA2D3/CACNB4/LMNA/TNNT2",81
"hsa04150","mTOR signaling pathway","125/5851","156/8662",0.000304145529623162,0.00123983717655913,0.000660268318877643,"PTEN/LRP6/WNT7A/AKT3/SESN2/WNT8B/RRAGC/TNF/DDIT4/ATP6V1G1/RRAGA/DEPDC5/FZD1/RPS6KA3/ATP6V1F/MAP2K1/TTI1/RPS6KA6/PRKCB/CASTOR2/FZD9/EIF4EBP1/WNT3A/PIK3CA/FZD7/IRS1/RPTOR/NRAS/SLC3A2/FZD10/ATP6V1B1/FZD5/FZD4/FZD2/WNT9A/WNT6/HRAS/INSR/MAPKAP1/IGF1R/LAMTOR3/ATP6V1H/FNIP2/LPIN2/FZD3/IKBKB/SKP2/LPIN1/GSK3B/FNIP1/PRKCG/PIK3R1/ULK1/CHUK/WNT2/MAP2K2/WDR24/CLIP1/TELO2/BRAF/RRAGD/DVL3/RPS6KA2/RICTOR/LRP5/SOS1/RAF1/PIK3R3/ATP6V1C2/DVL1/PIK3CD/MTOR/RPS6KA1/CAB39L/MAPK1/ATP6V1E1/MIOS/SLC38A9/WNT3/WNT9B/GRB10/PRR5L/LPIN3/WDR59/SLC7A5/ATP6V1C1/ATP6V1G3/RRAGB/PRKCA/ULK2/WNT16/ATP6V1D/FZD8/PIK3CB/SOS2/LAMTOR1/PIK3R2/WNT7B/ATP6V1E2/RPS6KB2/WNT10A/WNT5A/EIF4B/WNT8A/RHOA/DVL2/TSC1/ATP6V1B2/FZD6/AKT1/STRADB/MLST8/WNT11/WNT1/WNT5B/TSC2/AKT2/WNT4/TNFRSF1A/PRKAA2/STK11/KRAS/EIF4E2/ATP6V1A/RPS6KB1",125
"hsa04066","HIF-1 signaling pathway","90/5851","109/8662",0.000304457058149135,0.00123983717655913,0.000660268318877643,"ANGPT4/LDHAL6B/CREBBP/EDN1/AKT3/PDHA2/SERPINE1/HKDC1/RBX1/EP300/EGLN1/CYBB/EPO/MAP2K1/ERBB2/TLR4/PRKCB/EIF4EBP1/EGF/CUL2/PIK3CA/EGFR/CAMK2B/IFNG/TFRC/VHL/STAT3/PGK2/INSR/FLT1/IGF1R/ALDOA/NOS3/HIF1A/ALDOB/ANGPT2/PDK1/PFKP/LDHB/HK1/MKNK2/TF/PRKCG/IFNGR1/HK3/PIK3R1/MAP2K2/ARNT/PLCG2/NOS2/RELA/LDHC/PIK3R3/IL6R/PIK3CD/MTOR/MAPK1/PFKL/IFNGR2/TIMP1/PRKCA/TEK/EGLN2/HK2/PLCG1/PIK3CB/PIK3R2/ALDOC/PDHA1/ENO2/RPS6KB2/PFKFB3/PGK1/LTBR/GAPDH/NFKB1/MKNK1/CAMK2G/ANGPT1/CAMK2A/AKT1/CDKN1B/CAMK2D/VEGFA/AKT2/PFKM/EIF4E2/RPS6KB1/SLC2A1/ENO1",90
"hsa04961","Endocrine and other factor-regulated calcium reabsorption","47/5851","53/8662",0.000337487220956809,0.00135798429385002,0.000723186902050305,"KL/TRPV5/BDKRB2/PRKCB/ADCY6/DNM3/ATP2B1/ATP2B2/SLC8A1/AP2A2/PLCB2/ADCY9/AP2B1/PRKACA/KLK2/PLCB4/PRKACG/ATP1B2/ATP1A2/ATP1A4/PLCB3/PTH1R/ATP1A1/GNAS/ESR1/PRKCG/SLC8A3/SLC8A2/ATP1A3/AP2M1/FXYD2/PTH/DNM2/GNAQ/CALB1/PRKCA/ATP1B4/ATP1B3/CLTCL1/PLCB1/VDR/ATP2B3/CLTA/AP2A1/ATP1B1/ATP2B4/PRKACB",47
"hsa04630","JAK-STAT signaling pathway","132/5851","166/8662",0.000390723675420958,0.00154122103090791,0.000820768596341492,"IL3RA/CSF2RA/OSM/LIF/IFNL2/IFNL1/IFNA16/SOCS4/IFNA7/SOCS6/CREBBP/IFNA10/CNTF/IL27RA/AKT3/CSF2/IL9/JAK2/IL27/IL3/STAM/IL2/EP300/CTF1/IL31/IFNB1/IFNW1/IFNA21/EPO/CLCF1/IFNA14/IFNA5/IFNA2/IFNA8/IFNE/IFNK/IFNA6/IFNA13/EGF/IL12B/PIK3CA/MYC/EGFR/SOCS3/CCND1/LEP/IL22RA1/IFNG/IL26/STAT3/IL9R/HRAS/GHR/IFNAR2/IL7R/PRLR/PDGFRA/CSF2RB/LIFR/IL12RB1/IL21/STAT4/PTPN6/LEPR/GH1/PRL/PIM1/IFNGR1/IL24/PIK3R1/IL31RA/IL6ST/PDGFA/JAK3/GH2/CSH1/TYK2/STAT5B/STAT2/SOS1/RAF1/IL12A/PIAS3/PIK3R3/SOCS5/IL12RB2/IL23R/IL6R/PIK3CD/JAK1/MTOR/CSF3R/IRF9/CRLF2/PTPN2/IL10RB/IFNGR2/BCL2L1/SOCS7/IL13RA2/IL20RB/FHL1/IL2RB/PDGFRB/PIK3CB/SOS2/PIK3R2/IL11RA/CCND2/CISH/IL2RA/STAT6/IL5/IFNA4/IL13/IL5RA/MCL1/GFAP/PIAS4/AKT1/IL4R/MPL/CSH2/OSMR/AKT2/IL10RA/IL22/IL19/AOX1/STAT1/IL10/STAM2",132
"hsa01521","EGFR tyrosine kinase inhibitor resistance","67/5851","79/8662",0.000392144996029824,0.00154122103090791,0.000820768596341492,"PTEN/GAS6/SHC4/AKT3/JAK2/MAP2K1/ERBB2/PRKCB/EIF4EBP1/EGF/PIK3CA/EGFR/NRAS/STAT3/HRAS/IGF1R/PDGFRA/HGF/FOXO3/PDGFD/NRG2/AXL/KDR/BAD/SHC3/GSK3B/PRKCG/SHC2/PIK3R1/MAP2K2/PDGFA/PLCG2/ERBB3/FGF2/FGFR3/BRAF/PDGFC/SOS1/RAF1/PIK3R3/NF1/IL6R/PIK3CD/JAK1/MTOR/BCL2L11/SRC/MAPK1/BCL2L1/PRKCA/PLCG1/PDGFRB/PIK3CB/SOS2/PIK3R2/RPS6KB2/FGFR2/NRG1/AKT1/BAX/VEGFA/GAB1/AKT2/SHC1/KRAS/EIF4E2/RPS6KB1",67
